symbol,price,market_regime,fundamental_score,technical_score,news_score,upcoming_earnings_days,earnings_event_score,market_trend_score,category_trend_score,total_score,action_stock,action_option,execution_timing,entry_price,target_price,stop_price,risk_reward,option_symbol_hint,option_expiry,option_strike,reason,trade_type,stock_instruction,option_instruction,brief_reason,strategy_bucket,stock_qty,stock_notional_usd,option_contracts,option_premium_est_usd,recommended_budget_usd
XOM,174.56,bullish,0.2822,1.0961,0.0902,31,0.0,-0.04,1.0,0.7949,BUY_STOCK,NO_OPTION,NOW,174.0363,182.6727,168.8545,1.667,,,0.0,"gate(mcap=727350247424,avg_vol=21091210,price=174.56,vol20=1.44%,beta=0.35) | PE=26.1, margin=0.09, ROE=0.11, rev_growth=-0.01, debt_to_equity=18.9 | sma20=157.78, sma50=149.81, sma200=123.02, mom20=14.97%, rsi14=89.9, vol20=1.44% | headline_sentiment=0.23 weighted from 20 headlines | earnings_days=31, earnings_event_score=0.00, earnings_outlook_score=0.15, price_setup_score=0.48",STOCK_ONLY,"BUY 6 SHARES @ 174.04, SELL @ 182.67, STOP @ 168.85",NO OPTIONS TRADE,"bullish setup; strong technical trend, solid fundamentals, positive news tone, category trend supportive (score 0.79, regime bullish)",DAILY_TRADING,6,1044.22,0,0.0,1044.22
CVX,214.1815,bullish,0.1313,1.1178,-0.0128,31,0.0,-0.04,1.0,0.7288,BUY_STOCK,NO_OPTION,NOW,213.539,222.3518,208.2512,1.667,,,0.0,"gate(mcap=428224544768,avg_vol=12332432,price=214.18,vol20=1.27%,beta=0.66) | PE=32.3, margin=0.07, ROE=0.07, rev_growth=-0.08, debt_to_equity=24.3 | sma20=198.14, sma50=186.15, sma200=161.64, mom20=13.46%, rsi14=94.3, vol20=1.27% | headline_sentiment=-0.03 weighted from 20 headlines | earnings_days=31, earnings_event_score=0.00, earnings_outlook_score=0.17, price_setup_score=0.53",STOCK_ONLY,"BUY 5 SHARES @ 213.54, SELL @ 222.35, STOP @ 208.25",NO OPTIONS TRADE,"bullish setup; strong technical trend, category trend supportive (score 0.73, regime bullish)",DAILY_TRADING,5,1067.69,0,0.0,1067.69
VZ,50.3,bullish,0.2351,0.4972,0.0927,9,0.5326,-0.04,-0.864,0.4111,BUY_STOCK,NO_OPTION,NOW,50.1491,52.1212,48.9658,1.667,,,0.0,"gate(mcap=212128415744,avg_vol=31597718,price=50.30,vol20=0.97%,beta=0.28) | PE=12.4, margin=0.12, ROE=0.17, rev_growth=0.02, debt_to_equity=174.8 | sma20=50.60, sma50=47.53, sma200=43.26, mom20=-1.13%, rsi14=46.2, vol20=0.97% | headline_sentiment=0.23 weighted from 20 headlines | earnings_days=9, earnings_event_score=0.53, earnings_outlook_score=0.22, price_setup_score=0.90",STOCK_ONLY,"BUY 23 SHARES @ 50.15, SELL @ 52.12, STOP @ 48.97",NO OPTIONS TRADE,"bullish setup; strong technical trend, solid fundamentals, positive news tone, category trend weak (score 0.41, regime bullish)",DAILY_TRADING,23,1153.43,0,0.0,1153.43
T,28.985,bullish,0.3953,0.3612,-0.009,22,0.3873,-0.04,-0.864,0.3841,BUY_STOCK,NO_OPTION,NOW,28.898,30.1077,28.1723,1.667,,,0.0,"gate(mcap=202911727616,avg_vol=44477611,price=28.99,vol20=1.46%,beta=0.58) | PE=9.5, margin=0.17, ROE=0.19, rev_growth=0.04, debt_to_equity=124.2 | sma20=28.26, sma50=27.21, sma200=26.88, mom20=1.10%, rsi14=67.7, vol20=1.46% | headline_sentiment=-0.02 weighted from 20 headlines | earnings_days=22, earnings_event_score=0.39, earnings_outlook_score=0.29, price_setup_score=0.82",STOCK_ONLY,"BUY 41 SHARES @ 28.90, SELL @ 30.11, STOP @ 28.17",NO OPTIONS TRADE,"bullish setup; solid fundamentals, category trend weak (score 0.38, regime bullish)",DAILY_TRADING,41,1184.82,0,0.0,1184.82
WMT,124.15,bullish,0.1671,0.2845,0.1598,37,0.0,-0.04,-0.6711,0.2603,BUY_STOCK,NO_OPTION,NOW,123.7776,128.9247,120.6893,1.667,,,0.0,"gate(mcap=989694066688,avg_vol=31058015,price=124.15,vol20=1.34%,beta=0.66) | PE=45.5, margin=0.03, ROE=0.22, rev_growth=0.06, debt_to_equity=64.4 | sma20=123.79, sma50=124.16, sma200=108.81, mom20=-2.94%, rsi14=47.5, vol20=1.34% | headline_sentiment=0.40 weighted from 20 headlines | earnings_days=37, earnings_event_score=0.00, earnings_outlook_score=0.39, price_setup_score=0.56",STOCK_ONLY,"BUY 9 SHARES @ 123.78, SELL @ 128.92, STOP @ 120.69",NO OPTIONS TRADE,"bullish setup; positive news tone, category trend weak (score 0.26, regime bullish)",DAILY_TRADING,9,1114.0,0,0.0,1114.0
KO,76.87,bullish,0.3917,0.1093,0.0244,0,0.0,-0.04,-0.6711,0.251,BUY_STOCK,NO_OPTION,NOW,76.6394,79.053,75.1912,1.667,,,0.0,"gate(mcap=330860265472,avg_vol=17924930,price=76.87,vol20=0.97%,beta=0.33) | PE=25.3, margin=0.27, ROE=0.43, rev_growth=0.02, debt_to_equity=139.8 | sma20=76.69, sma50=76.80, sma200=71.22, mom20=-3.11%, rsi14=43.8, vol20=0.97% | headline_sentiment=0.06 weighted from 20 headlines | earnings_days=0, earnings_event_score=0.00, earnings_outlook_score=0.45, price_setup_score=0.88",STOCK_ONLY,"BUY 15 SHARES @ 76.64, SELL @ 79.05, STOP @ 75.19",NO OPTIONS TRADE,"bullish setup; solid fundamentals, category trend weak (score 0.25, regime bullish)",DAILY_TRADING,15,1149.59,0,0.0,1149.59
PFE,27.355,bullish,0.2476,0.2538,0.0461,35,0.0,-0.04,-0.8396,0.2482,HOLD,NO_OPTION,NOW,0.0,0.0,0.0,0.0,,,0.0,"gate(mcap=155604992000,avg_vol=45343106,price=27.35,vol20=1.39%,beta=0.41) | PE=20.1, margin=0.12, ROE=0.09, rev_growth=-0.01, debt_to_equity=78.0 | sma20=27.02, sma50=26.84, sma200=25.40, mom20=2.92%, rsi14=52.3, vol20=1.39% | headline_sentiment=0.12 weighted from 20 headlines | earnings_days=35, earnings_event_score=0.00, earnings_outlook_score=0.22, price_setup_score=0.95",NO_TRADE,HOLD STOCK (NO TRADE),NO OPTIONS TRADE,"mixed setup; solid fundamentals, category trend weak (score 0.25, regime bullish)",DAILY_TRADING,0,0.0,0,0.0,0.0
COST,1003.17,bullish,0.2608,0.1446,0.1741,59,0.0,-0.04,-0.6711,0.237,HOLD,NO_OPTION,NOW,0.0,0.0,0.0,0.0,,,0.0,"gate(mcap=445276454912,avg_vol=2252254,price=1003.17,vol20=1.04%,beta=0.99) | PE=52.3, margin=0.03, ROE=0.30, rev_growth=0.09, debt_to_equity=26.0 | sma20=990.39, sma50=986.40, sma200=948.28, mom20=-0.46%, rsi14=52.9, vol20=1.04% | headline_sentiment=0.44 weighted from 20 headlines | earnings_days=59, earnings_event_score=0.00, earnings_outlook_score=0.72, price_setup_score=0.95",NO_TRADE,HOLD STOCK (NO TRADE),NO OPTIONS TRADE,"mixed setup; solid fundamentals, positive news tone, category trend weak (score 0.24, regime bullish)",DAILY_TRADING,0,0.0,0,0.0,0.0
NFLX,93.685,bullish,0.5486,-0.2722,0.1631,17,0.5581,-0.04,-0.864,0.2033,HOLD,NO_OPTION,NOW,0.0,0.0,0.0,0.0,,,0.0,"gate(mcap=397401423872,avg_vol=48441452,price=93.68,vol20=1.33%,beta=1.71) | PE=37.0, margin=0.24, ROE=0.43, rev_growth=0.18, debt_to_equity=63.8 | sma20=94.96, sma50=87.59, sma200=107.51, mom20=-4.11%, rsi14=39.0, vol20=1.33% | headline_sentiment=0.41 weighted from 20 headlines | earnings_days=17, earnings_event_score=0.56, earnings_outlook_score=0.95, price_setup_score=0.81",NO_TRADE,HOLD STOCK (NO TRADE),NO OPTIONS TRADE,"mixed setup; solid fundamentals, positive news tone, category trend weak (score 0.20, regime bullish)",DAILY_TRADING,0,0.0,0,0.0,0.0
CAT,676.825,bullish,0.2649,0.0701,-0.0129,30,0.2304,-0.04,-0.9794,0.1755,HOLD,NO_OPTION,NOW,0.0,0.0,0.0,0.0,,,0.0,"gate(mcap=316740272128,avg_vol=2803688,price=676.83,vol20=2.15%,beta=1.53) | PE=36.0, margin=0.13, ROE=0.44, rev_growth=0.18, debt_to_equity=206.7 | sma20=702.13, sma50=706.76, sma200=544.34, mom20=-6.28%, rsi14=34.9, vol20=2.15% | headline_sentiment=-0.03 weighted from 20 headlines | earnings_days=30, earnings_event_score=0.23, earnings_outlook_score=0.45, price_setup_score=0.36",NO_TRADE,HOLD STOCK (NO TRADE),NO OPTIONS TRADE,"mixed setup; solid fundamentals, category trend weak (score 0.18, regime bullish)",DAILY_TRADING,0,0.0,0,0.0,0.0
